,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year,month,day,day_of_week,hour
7140,1.0,911,2.4,613,148,82,934,861,2.4,71.9,0.5288,2005,1,2,7,6
7141,1.0,924,2.6,629,143,83,941,852,3.1,68.7,0.5317,2005,1,2,7,7
7142,1.2,954,3.4,674,180,88,981,891,2.1,73.1,0.5289,2005,1,2,7,8
7143,1.3,960,3.9,704,226,106,1003,947,3.3,68.2,0.5346,2005,1,2,7,9
7144,1.6,1016,4.9,760,254,112,1044,1016,4.1,65.8,0.5451,2005,1,2,7,10
7145,2.2,1139,7.5,879,372,141,1092,1201,6.6,56.6,0.5528,2005,1,2,7,11
7146,2.2,1130,7.1,860,379,148,1058,1218,8.0,51.2,0.5516,2005,1,2,7,12
7147,2.8,1237,9.6,962,478,171,1138,1385,10.3,44.9,0.5612,2005,1,2,7,13
7148,2.1,1159,6.5,837,344,160,1087,1311,12.3,41.7,0.5961,2005,1,2,7,14
7149,1.6,1124,5.5,790,258,137,1071,1206,13.5,41.3,0.6342,2005,1,2,7,15
7150,2.8,1312,10.5,998,474,167,1249,1473,13.4,43.1,0.66,2005,1,2,7,16
7151,2.6,1246,8.9,936,438,164,1182,1460,9.9,53.3,0.6504,2005,1,2,7,17
7152,2.8,1232,8.8,931,451,166,1171,1627,8.9,54.6,0.6226,2005,1,2,7,18
7153,2.9,1286,10.5,996,473,167,1217,1827,8.9,54.8,0.6244,2005,1,2,7,19
7154,3.4,1347,13.0,1084,560,174,1290,2004,8.3,58.2,0.6391,2005,1,2,7,20
7155,2.9,1053,7.9,895,470,160,1446,942,17.2,48.6,0.9768,2005,1,2,7,21
7156,3.2,1053,7.9,895,506,169,1446,942,17.2,48.6,0.9768,2005,1,2,7,22
7157,3.1,1053,7.9,895,482,162,1446,942,17.2,48.6,0.9768,2005,1,2,7,23
7158,3.0,1053,7.9,895,436,149,1446,942,17.2,48.6,0.9768,2005,1,3,1,0
7159,3.4,1053,7.9,895,472,158,1446,942,17.2,48.6,0.9768,2005,1,3,1,1
7160,3.0,1053,7.9,895,379,143,1446,942,17.2,48.6,0.9768,2005,1,3,1,2
7161,2.7,1053,7.9,895,141,96,1446,942,17.2,48.6,0.9768,2005,1,3,1,3
7162,1.5,1053,7.9,895,286,121,1446,942,17.2,48.6,0.9768,2005,1,3,1,4
7163,1.1,1053,7.9,895,155,92,1446,942,17.2,48.6,0.9768,2005,1,3,1,5
7164,1.4,1053,7.9,895,264,102,1446,942,17.2,48.6,0.9768,2005,1,3,1,6
7165,1.8,1053,7.9,895,366,121,1446,942,17.2,48.6,0.9768,2005,1,3,1,7
7166,3.6,1053,7.9,895,622,164,1446,942,17.2,48.6,0.9768,2005,1,3,1,8
7167,3.1,1053,7.9,895,551,175,1446,942,17.2,48.6,0.9768,2005,1,3,1,9
7168,1.9,1053,7.9,895,349,130,1446,942,17.2,48.6,0.9768,2005,1,3,1,10
7169,1.7,1053,7.9,895,285,117,1446,942,17.2,48.6,0.9768,2005,1,3,1,11
7170,1.7,1053,7.9,895,265,115,1446,942,17.2,48.6,0.9768,2005,1,3,1,12
7171,1.6,1053,7.9,895,222,106,1446,942,17.2,48.6,0.9768,2005,1,3,1,13
7172,1.6,1053,7.9,895,237,102,1446,942,17.2,48.6,0.9768,2005,1,3,1,14
7173,1.7,1053,7.9,895,294,122,1446,942,17.2,48.6,0.9768,2005,1,3,1,15
7174,2.2,1053,7.9,895,329,138,1446,942,17.2,48.6,0.9768,2005,1,3,1,16
7175,3.3,1053,7.9,895,487,162,1446,942,17.2,48.6,0.9768,2005,1,3,1,17
7176,3.9,1053,7.9,895,604,177,1446,942,17.2,48.6,0.9768,2005,1,3,1,18
7178,4.2,1053,7.9,895,653,182,1446,942,17.2,48.6,0.9768,2005,1,3,1,20
7179,3.2,1053,7.9,895,509,163,1446,942,17.2,48.6,0.9768,2005,1,3,1,21
7180,1.7,1053,7.9,895,277,135,1446,942,17.2,48.6,0.9768,2005,1,3,1,22
7181,1.5,1053,7.9,895,268,130,1446,942,17.2,48.6,0.9768,2005,1,3,1,23
7182,1.3,1053,7.9,895,193,117,1446,942,17.2,48.6,0.9768,2005,1,4,2,0
7183,1.2,1053,7.9,895,167,104,1446,942,17.2,48.6,0.9768,2005,1,4,2,1
7184,1.3,1053,7.9,895,159,97,1446,942,17.2,48.6,0.9768,2005,1,4,2,2
7185,0.8,1053,7.9,895,141,96,1446,942,17.2,48.6,0.9768,2005,1,4,2,3
7186,0.6,1053,7.9,895,89,72,1446,942,17.2,48.6,0.9768,2005,1,4,2,4
7187,0.8,1053,7.9,895,97,71,1446,942,17.2,48.6,0.9768,2005,1,4,2,5
7188,0.9,1053,7.9,895,182,94,1446,942,17.2,48.6,0.9768,2005,1,4,2,6
7189,1.1,1053,7.9,895,262,118,1446,942,17.2,48.6,0.9768,2005,1,4,2,7
7190,3.4,1053,7.9,895,561,174,1446,942,17.2,48.6,0.9768,2005,1,4,2,8
7191,3.6,1053,7.9,895,540,170,1446,942,17.2,48.6,0.9768,2005,1,4,2,9
7192,3.1,1053,7.9,895,480,171,1446,942,17.2,48.6,0.9768,2005,1,4,2,10
7193,3.3,1053,7.9,895,608,196,1446,942,17.2,48.6,0.9768,2005,1,4,2,11
7194,3.4,1053,7.9,895,584,191,1446,942,17.2,48.6,0.9768,2005,1,4,2,12
7195,2.8,1053,7.9,895,426,165,1446,942,17.2,48.6,0.9768,2005,1,4,2,13
7196,2.6,1053,7.9,895,397,148,1446,942,17.2,48.6,0.9768,2005,1,4,2,14
7197,3.0,1053,7.9,895,473,172,1446,942,17.2,48.6,0.9768,2005,1,4,2,15
7198,2.9,1053,7.9,895,369,165,1446,942,17.2,48.6,0.9768,2005,1,4,2,16
7199,3.8,1053,7.9,895,532,184,1446,942,17.2,48.6,0.9768,2005,1,4,2,17
7200,3.8,1053,7.9,895,498,173,1446,942,17.2,48.6,0.9768,2005,1,4,2,18
7201,3.6,1053,7.9,895,487,174,1446,942,17.2,48.6,0.9768,2005,1,4,2,19
7202,4.5,1053,7.9,895,629,181,1446,942,17.2,48.6,0.9768,2005,1,4,2,20
7203,3.7,1053,7.9,895,502,166,1446,942,17.2,48.6,0.9768,2005,1,4,2,21
7204,2.4,1053,7.9,895,381,150,1446,942,17.2,48.6,0.9768,2005,1,4,2,22
7205,1.7,1053,7.9,895,250,131,1446,942,17.2,48.6,0.9768,2005,1,4,2,23
7206,1.7,1053,7.9,895,266,129,1446,942,17.2,48.6,0.9768,2005,1,5,3,0
7207,1.7,1135,5.6,792,226,120,1170,1151,9.5,69.5,0.8261,2005,1,5,3,1
7208,1.9,1188,8.1,901,259,119,1261,1185,9.1,70.9,0.8176,2005,1,5,3,2
7209,2.0,1242,8.5,921,141,96,1219,1374,8.1,72.1,0.7798,2005,1,5,3,3
7210,2.0,1219,7.7,889,260,111,1186,1405,7.9,72.1,0.7679,2005,1,5,3,4
7211,1.7,1187,6.8,850,242,109,1169,1383,7.6,72.7,0.7598,2005,1,5,3,5
7212,1.8,1225,8.1,904,267,110,1194,1460,7.5,71.7,0.7439,2005,1,5,3,6
7213,2.2,1333,11.1,1019,411,126,1275,1612,7.9,70.6,0.7562,2005,1,5,3,7
7214,3.7,1489,16.4,1193,670,148,1475,1776,8.6,69.0,0.7732,2005,1,5,3,8
7215,4.8,1596,21.6,1341,830,162,1672,1991,9.1,67.5,0.7831,2005,1,5,3,9
7216,4.8,1585,19.3,1277,845,173,1567,1944,9.8,65.8,0.7967,2005,1,5,3,10
7217,5.2,1674,22.9,1376,992,198,1643,2098,11.2,61.9,0.8226,2005,1,5,3,11
7220,3.1,1295,13.2,1090,459,155,1479,1441,14.3,61.2,0.9941,2005,1,5,3,14
7221,2.6,1288,13.9,1112,346,150,1492,1380,14.6,59.6,0.9824,2005,1,5,3,15
7222,2.8,1281,13.8,1111,383,148,1483,1409,14.2,60.0,0.9684,2005,1,5,3,16
7223,2.8,1310,13.5,1099,414,158,1481,1445,13.8,62.6,0.9862,2005,1,5,3,17
7224,2.8,1276,13.5,1099,370,152,1504,1388,13.6,64.0,0.9891,2005,1,5,3,18
7225,3.1,1312,15.0,1148,400,148,1525,1411,13.4,64.5,0.9865,2005,1,5,3,19
7226,3.3,1332,14.9,1146,378,147,1523,1377,13.5,64.7,0.9971,2005,1,5,3,20
7227,2.7,1248,11.9,1046,357,144,1404,1316,13.4,65.3,0.9967,2005,1,5,3,21
7228,2.3,1182,9.2,947,333,144,1334,1210,13.2,64.5,0.9732,2005,1,5,3,22
7229,1.6,1059,6.0,810,227,126,1200,1002,13.2,62.3,0.9392,2005,1,5,3,23
7230,1.6,1056,5.6,795,203,115,1187,896,12.5,63.7,0.9196,2005,1,6,4,0
7231,1.7,1064,5.4,785,210,116,1184,946,12.3,64.6,0.9229,2005,1,6,4,1
7232,1.6,1059,5.4,783,198,112,1188,877,12.5,63.8,0.9244,2005,1,6,4,2
7233,1.4,991,3.5,681,141,96,1125,718,12.6,62.7,0.9121,2005,1,6,4,3
7234,1.5,950,2.5,622,89,67,1093,643,12.0,64.6,0.906,2005,1,6,4,4
7235,0.9,1005,3.4,679,89,67,1120,745,10.7,69.5,0.8919,2005,1,6,4,5
7236,0.8,939,1.8,568,101,72,1054,656,12.4,62.6,0.8994,2005,1,6,4,6
7237,0.7,961,2.6,629,104,69,1114,682,12.3,62.7,0.8947,2005,1,6,4,7
7238,1.1,1017,4.0,712,192,107,1147,829,11.4,66.6,0.8948,2005,1,6,4,8
7239,1.5,1108,6.2,823,237,117,1247,961,11.1,70.2,0.9276,2005,1,6,4,9
7240,1.5,1122,5.8,803,211,115,1225,960,13.4,61.0,0.9348,2005,1,6,4,10
7241,1.6,1099,6.3,826,230,120,1223,940,15.9,52.2,0.9377,2005,1,6,4,11
7242,1.6,1124,5.9,805,240,128,1233,938,15.6,54.0,0.9515,2005,1,6,4,12
7243,2.0,1186,8.5,921,295,138,1310,1040,16.3,51.5,0.9462,2005,1,6,4,13
7244,1.7,1096,6.2,819,243,127,1238,904,16.5,50.8,0.9442,2005,1,6,4,14
7245,1.5,1120,6.4,829,196,111,1259,910,16.3,51.9,0.9535,2005,1,6,4,15
7246,2.0,1185,7.9,893,237,122,1312,1011,16.2,53.0,0.9687,2005,1,6,4,16
7247,1.9,1173,7.7,885,274,134,1288,1038,15.6,54.8,0.966,2005,1,6,4,17
7248,2.1,1221,8.9,935,352,153,1323,1144,14.5,57.5,0.944,2005,1,6,4,18
7249,2.8,1330,12.4,1063,488,169,1419,1352,14.0,60.1,0.9566,2005,1,6,4,19
7250,2.7,1325,11.3,1027,426,162,1394,1365,13.5,63.0,0.9686,2005,1,6,4,20
7251,2.4,1195,8.4,915,376,152,1295,1245,12.6,65.4,0.9529,2005,1,6,4,21
7252,1.6,1150,7.3,869,237,127,1252,1203,12.0,67.5,0.9413,2005,1,6,4,22
7253,1.7,1145,5.9,806,199,112,1207,1120,10.5,72.0,0.912,2005,1,6,4,23
7254,1.3,1041,4.3,729,164,98,1130,972,10.0,70.9,0.8706,2005,1,7,5,0
7255,1.4,1032,3.6,687,142,89,1109,878,9.8,70.7,0.8571,2005,1,7,5,1
7256,1.2,1010,3.1,661,142,82,1100,853,8.0,75.0,0.8098,2005,1,7,5,2
7257,1.0,951,2.5,620,141,96,1077,779,7.9,75.1,0.805,2005,1,7,5,3
7258,1.0,944,2.5,617,127,77,1039,766,7.0,77.3,0.7782,2005,1,7,5,4
7259,0.6,862,1.4,540,73,55,999,670,7.2,74.4,0.7581,2005,1,7,5,5
7260,0.7,909,1.8,567,100,63,993,694,6.7,75.0,0.7418,2005,1,7,5,6
7261,1.0,965,3.1,659,126,69,1059,739,6.4,76.3,0.7389,2005,1,7,5,7
7262,1.7,1102,7.6,884,284,99,1218,940,6.0,78.5,0.7377,2005,1,7,5,8
7263,3.0,1226,15.3,1157,419,125,1464,1201,6.3,77.4,0.7452,2005,1,7,5,9
7264,2.4,1132,9.3,950,432,123,1253,1106,7.7,73.8,0.7769,2005,1,7,5,10
7265,2.2,1183,11.0,1013,310,128,1306,1186,10.2,61.5,0.7638,2005,1,7,5,11
7266,2.6,1211,10.6,998,446,149,1298,1302,11.3,58.1,0.7743,2005,1,7,5,12
7267,2.5,1253,11.4,1030,464,137,1351,1368,10.6,62.3,0.7981,2005,1,7,5,13
7268,3.0,1311,13.1,1088,505,147,1402,1452,11.1,62.0,0.8199,2005,1,7,5,14
7269,3.3,1341,14.8,1142,564,168,1454,1537,12.6,57.7,0.8387,2005,1,7,5,15
7270,3.8,1432,16.5,1195,625,180,1513,1651,13.3,56.2,0.8548,2005,1,7,5,16
7271,3.6,1404,16.5,1195,590,170,1501,1623,11.2,65.3,0.8639,2005,1,7,5,17
7272,5.0,1493,21.5,1337,712,180,1638,1742,8.8,74.6,0.8434,2005,1,7,5,18
7273,5.7,1478,22.2,1357,723,178,1652,1639,7.2,78.5,0.803,2005,1,7,5,19
7274,5.0,1411,20.5,1311,707,159,1589,1537,6.5,80.0,0.7789,2005,1,7,5,20
7275,4.8,1387,17.7,1231,737,156,1487,1463,5.8,83.8,0.7768,2005,1,7,5,21
7276,3.9,1306,15.4,1161,646,146,1407,1379,5.5,83.5,0.7619,2005,1,7,5,22
7277,3.3,1232,11.6,1035,536,132,1296,1256,5.8,81.3,0.7568,2005,1,7,5,23
7278,3.4,1277,13.0,1085,567,137,1329,1344,5.4,82.6,0.7495,2005,1,8,6,0
7279,2.4,1063,6.7,843,357,114,1125,1089,6.4,76.3,0.7369,2005,1,8,6,1
7280,1.4,991,4.6,744,187,95,1069,949,7.0,73.6,0.7417,2005,1,8,6,2
7281,1.4,989,3.8,701,141,96,1049,933,7.2,72.3,0.7392,2005,1,8,6,3
7282,1.2,972,3.4,674,169,88,1032,882,7.9,69.3,0.7413,2005,1,8,6,4
7283,1.2,973,3.4,675,184,94,1029,905,7.4,71.7,0.7434,2005,1,8,6,5
7284,1.2,985,3.6,691,205,97,1056,902,7.7,71.9,0.7575,2005,1,8,6,6
7285,1.3,1020,4.5,736,213,93,1069,923,8.1,68.0,0.7396,2005,1,8,6,7
7286,2.3,1192,10.0,978,415,113,1273,1210,6.7,77.1,0.7597,2005,1,8,6,8
7287,3.4,1325,14.7,1140,583,126,1403,1468,6.8,77.9,0.7756,2005,1,8,6,9
7288,3.0,1219,11.3,1026,462,133,1311,1329,8.9,66.7,0.7634,2005,1,8,6,10
7289,2.5,1195,10.4,992,387,141,1251,1295,11.6,54.1,0.7387,2005,1,8,6,11
7290,2.7,1230,11.2,1020,414,139,1301,1365,13.5,49.4,0.7598,2005,1,8,6,12
7291,2.8,1312,13.1,1087,440,147,1393,1452,13.8,50.9,0.796,2005,1,8,6,13
7292,3.6,1387,14.3,1127,516,175,1430,1615,13.4,55.9,0.8588,2005,1,8,6,14
7293,3.1,1375,12.8,1076,495,180,1377,1599,12.9,59.0,0.8736,2005,1,8,6,15
7294,4.3,1532,18.9,1265,643,194,1578,1777,13.3,59.0,0.8945,2005,1,8,6,16
7295,4.6,1531,17.9,1235,725,192,1541,1742,13.0,61.9,0.9224,2005,1,8,6,17
7296,4.3,1479,16.5,1196,683,188,1511,1739,12.5,63.6,0.9193,2005,1,8,6,18
7297,4.3,1521,16.9,1208,681,179,1549,1770,12.2,65.8,0.931,2005,1,8,6,19
7298,5.5,1616,22.4,1363,833,196,1701,1918,12.6,65.2,0.9474,2005,1,8,6,20
7299,3.4,1371,13.6,1105,514,169,1429,1581,13.3,63.6,0.9681,2005,1,8,6,21
7300,2.4,1198,9.1,943,371,151,1307,1291,13.5,62.6,0.9644,2005,1,8,6,22
7301,1.6,1102,6.0,813,213,123,1204,1000,14.1,59.6,0.9563,2005,1,8,6,23
7302,1.7,1120,6.3,826,242,127,1222,974,14.0,61.4,0.9773,2005,1,9,7,0
7303,1.6,1093,5.5,789,241,127,1206,949,13.5,63.4,0.9755,2005,1,9,7,1
7304,1.3,1112,5.6,791,218,118,1216,934,13.2,64.2,0.9706,2005,1,9,7,2
7305,0.8,986,3.4,674,141,96,1137,730,13.6,62.2,0.9643,2005,1,9,7,3
7306,1.5,934,2.3,609,70,55,1094,581,13.7,61.1,0.9537,2005,1,9,7,4
7307,0.6,919,1.8,571,54,44,1082,521,13.5,63.8,0.9801,2005,1,9,7,5
7308,0.6,929,1.6,556,60,46,1094,575,12.5,67.3,0.9743,2005,1,9,7,6
7309,0.5,919,1.6,552,55,46,1080,522,13.2,64.2,0.9664,2005,1,9,7,7
7310,0.6,944,2.0,586,93,61,1090,586,13.1,63.4,0.9535,2005,1,9,7,8
7311,0.7,943,1.9,580,81,60,1074,566,13.8,60.5,0.9526,2005,1,9,7,9
7312,0.9,1036,3.5,683,109,71,1144,693,13.7,60.4,0.939,2005,1,9,7,10
7313,1.5,1168,5.7,797,251,111,1235,1022,14.0,59.7,0.9495,2005,1,9,7,11
7314,1.9,1232,8.1,903,284,127,1313,1152,15.0,56.2,0.9539,2005,1,9,7,12
7315,1.9,1236,8.1,901,262,128,1311,1108,16.9,50.9,0.9714,2005,1,9,7,13
7316,2.2,1278,12.6,1070,256,142,1479,1110,16.6,52.4,0.981,2005,1,9,7,14
7317,3.8,1369,18.1,1242,310,145,1669,1306,16.4,53.2,0.9826,2005,1,9,7,15
7318,2.0,1182,8.7,929,269,145,1324,1029,16.1,52.8,0.9579,2005,1,9,7,16
7319,2.2,1210,8.8,933,348,156,1327,1094,15.7,54.4,0.9616,2005,1,9,7,17
7320,3.3,1316,14.1,1121,396,154,1488,1282,15.4,55.3,0.9616,2005,1,9,7,18
7321,2.7,1221,9.3,952,432,165,1334,1147,15.2,54.7,0.9362,2005,1,9,7,19
7322,2.6,1260,11.6,1034,419,153,1402,1208,14.7,56.6,0.9392,2005,1,9,7,20
7323,2.5,1231,9.6,962,412,151,1348,1192,14.4,58.2,0.9495,2005,1,9,7,21
7324,1.5,1115,5.8,804,223,131,1220,1136,14.3,59.2,0.9608,2005,1,9,7,22
7325,1.9,1180,7.5,877,242,128,1297,1131,14.0,60.4,0.9622,2005,1,9,7,23
7326,2.0,1174,7.4,873,288,137,1300,1071,13.7,63.6,0.9912,2005,1,10,1,0
7327,1.7,1178,7.4,876,209,119,1319,1059,13.1,68.7,1.0329,2005,1,10,1,1
7328,1.2,1052,3.9,704,141,96,1210,909,13.2,69.9,1.0526,2005,1,10,1,2
7329,0.9,998,2.1,591,141,96,1147,820,12.8,71.2,1.0454,2005,1,10,1,3
7330,0.6,960,1.3,532,66,60,1122,724,12.9,70.4,1.0444,2005,1,10,1,4
7331,1.5,958,1.8,571,64,54,1138,707,12.4,72.5,1.0411,2005,1,10,1,5
7332,1.5,989,3.0,650,105,66,1171,768,13.0,70.3,1.0502,2005,1,10,1,6
7333,0.4,1162,6.7,843,303,104,1336,1027,12.3,73.3,1.0448,2005,1,10,1,7
7334,2.6,1523,21.0,1324,620,137,1776,1502,12.8,71.8,1.0551,2005,1,10,1,8
7335,3.5,1511,21.4,1334,590,146,1804,1606,13.1,70.2,1.0567,2005,1,10,1,9
7336,2.1,1420,16.1,1183,592,136,1626,1520,12.8,71.8,1.0551,2005,1,10,1,10
7337,2.1,1413,16.4,1193,698,144,1598,1566,13.1,70.3,1.0566,2005,1,10,1,11
7338,1.7,1335,14.8,1141,482,133,1536,1501,13.7,67.0,1.0446,2005,1,10,1,12
7339,2.6,1451,20.1,1298,575,148,1744,1634,14.0,65.4,1.0427,2005,1,10,1,13
7340,2.6,1410,19.3,1276,548,155,1701,1587,14.4,63.8,1.0421,2005,1,10,1,14
7341,2.4,1429,19.3,1277,498,152,1721,1560,14.1,65.9,1.0531,2005,1,10,1,15
7342,2.4,1409,17.4,1223,479,145,1640,1538,14.1,65.9,1.0552,2005,1,10,1,16
7343,2.0,1372,17.0,1210,420,139,1629,1491,14.1,66.0,1.0539,2005,1,10,1,17
7344,2.0,1366,17.1,1213,378,134,1611,1469,14.0,66.4,1.0536,2005,1,10,1,18
7345,3.1,1365,16.4,1192,340,128,1593,1486,13.8,66.4,1.0451,2005,1,10,1,19
7346,3.3,1385,17.3,1218,399,135,1620,1494,13.4,68.1,1.0441,2005,1,10,1,20
7347,3.3,1361,14.6,1137,449,136,1526,1471,13.2,69.1,1.0452,2005,1,10,1,21
7348,2.6,1312,11.9,1047,374,126,1430,1399,13.0,70.0,1.042,2005,1,10,1,22
7349,1.7,1177,7.3,871,244,116,1292,1192,12.7,69.9,1.0223,2005,1,10,1,23
7350,1.8,1205,7.7,888,256,116,1292,1187,12.0,71.9,1.0071,2005,1,11,2,0
7351,1.5,1114,4.9,757,212,107,1204,1070,13.2,66.8,1.0087,2005,1,11,2,1
7352,1.1,1047,3.9,708,146,91,1167,949,12.4,69.5,0.9986,2005,1,11,2,2
7353,0.9,982,2.1,592,141,96,1106,830,13.1,65.7,0.9858,2005,1,11,2,3
7354,0.7,992,2.9,644,96,70,1128,854,11.8,70.6,0.9731,2005,1,11,2,4
7355,0.7,977,2.6,629,106,78,1129,835,12.3,68.0,0.9734,2005,1,11,2,5
7356,0.9,1047,3.3,671,115,75,1147,887,12.0,69.2,0.9697,2005,1,11,2,6
7357,1.3,1126,5.2,775,236,101,1205,1019,11.7,69.8,0.9612,2005,1,11,2,7
7358,3.2,1474,19.0,1268,583,136,1677,1503,12.1,67.6,0.95,2005,1,11,2,8
7359,5.1,1526,26.5,1466,662,147,1855,1687,12.5,65.1,0.9399,2005,1,11,2,9
7360,3.7,1386,15.3,1158,528,143,1485,1553,12.8,62.5,0.9213,2005,1,11,2,10
7361,3.2,1392,15.6,1166,549,153,1488,1624,13.4,59.9,0.9143,2005,1,11,2,11
7362,3.1,1363,16.4,1192,531,148,1501,1637,13.4,57.9,0.8895,2005,1,11,2,12
7363,3.0,1331,16.1,1184,493,149,1508,1533,13.6,56.4,0.8754,2005,1,11,2,13
7364,3.6,1401,18.8,1261,527,141,1580,1577,13.8,56.3,0.8841,2005,1,11,2,14
7365,3.2,1374,18.0,1239,487,147,1569,1532,13.7,57.9,0.9063,2005,1,11,2,15
7366,3.9,1436,20.1,1299,581,159,1616,1621,13.6,58.9,0.9139,2005,1,11,2,16
7367,3.4,1386,17.6,1228,531,152,1546,1578,13.4,59.7,0.9142,2005,1,11,2,17
7368,3.9,1419,19.3,1277,495,144,1603,1631,13.3,61.2,0.933,2005,1,11,2,18
7369,3.6,1428,19.7,1288,487,146,1580,1629,13.2,61.8,0.9313,2005,1,11,2,19
7370,4.7,1508,24.5,1416,596,162,1773,1733,12.9,61.5,0.9139,2005,1,11,2,20
7371,4.1,1438,18.4,1251,595,156,1593,1622,12.6,63.9,0.9307,2005,1,11,2,21
7372,3.4,1415,16.6,1197,559,146,1539,1597,12.0,67.4,0.9417,2005,1,11,2,22
7373,3.5,1433,16.2,1186,586,151,1497,1738,11.9,69.0,0.9568,2005,1,11,2,23
7374,1.2,1208,9.6,964,399,127,1305,1350,12.0,66.6,0.9293,2005,1,12,3,0
7375,2.4,1280,11.4,1029,399,123,1366,1363,11.4,69.6,0.9373,2005,1,12,3,1
7376,2.1,1174,9.1,942,381,122,1296,1262,11.2,70.3,0.9323,2005,1,12,3,2
7377,1.1,1022,4.3,729,141,96,1139,1034,11.5,68.2,0.9271,2005,1,12,3,3
7378,1.5,1002,4.2,722,162,85,1161,998,10.7,71.3,0.9161,2005,1,12,3,4
7379,1.0,1018,4.7,746,183,83,1171,958,10.0,74.8,0.9161,2005,1,12,3,5
7380,1.4,1095,7.3,868,357,98,1241,1078,9.2,78.5,0.9143,2005,1,12,3,6
7381,1.8,1182,9.3,951,479,109,1327,1143,8.8,79.4,0.9033,2005,1,12,3,7
7382,3.8,1478,17.8,1234,852,138,1606,1551,8.7,79.4,0.8944,2005,1,12,3,8
7383,4.1,1515,20.1,1298,822,138,1706,1669,8.9,76.5,0.8767,2005,1,12,3,9
7384,4.4,1488,19.6,1286,910,170,1648,1766,9.9,73.3,0.8936,2005,1,12,3,10
7385,3.5,1383,16.5,1196,800,191,1514,1717,11.8,65.5,0.901,2005,1,12,3,11
7386,3.5,1383,17.3,1218,758,196,1506,1738,13.0,60.9,0.9061,2005,1,12,3,12
7387,3.8,1337,17.7,1231,647,185,1518,1611,14.7,52.3,0.8687,2005,1,12,3,13
7388,3.1,1243,15.2,1155,431,156,1473,1398,15.1,49.6,0.8428,2005,1,12,3,14
7389,3.4,1304,18.2,1244,491,173,1558,1497,15.7,48.8,0.8657,2005,1,12,3,15
7390,3.3,1284,17.2,1216,476,166,1545,1415,15.8,48.9,0.8707,2005,1,12,3,16
7391,3.4,1303,17.6,1226,538,173,1554,1457,14.6,54.0,0.8946,2005,1,12,3,17
7392,4.7,1461,25.4,1440,621,177,1806,1669,14.3,56.3,0.9119,2005,1,12,3,18
7393,5.7,1517,28.4,1512,728,182,1902,1740,14.1,57.8,0.9262,2005,1,12,3,19
7394,5.6,1526,27.5,1492,716,166,1883,1770,13.1,62.9,0.943,2005,1,12,3,20
7395,5.9,1495,23.3,1386,782,177,1736,1734,12.0,67.5,0.9467,2005,1,12,3,21
7396,3.6,1333,15.2,1154,550,158,1441,1647,10.7,70.9,0.9113,2005,1,12,3,22
7397,2.5,1216,11.1,1020,377,133,1337,1379,10.0,73.2,0.8988,2005,1,12,3,23
7398,2.9,1232,11.5,1032,391,123,1347,1331,9.4,75.0,0.8874,2005,1,13,4,0
7399,2.5,1181,10.2,985,433,120,1312,1240,8.5,76.9,0.8557,2005,1,13,4,1
7400,1.7,1042,6.0,814,287,105,1167,1036,8.4,75.9,0.8407,2005,1,13,4,2
7401,1.6,1027,6.3,824,141,96,1171,969,6.9,80.7,0.8054,2005,1,13,4,3
7402,1.1,915,3.7,695,192,86,1094,826,6.2,82.1,0.7825,2005,1,13,4,4
7403,0.9,891,3.2,666,161,77,1058,798,7.0,77.3,0.7759,2005,1,13,4,5
7404,1.0,937,3.7,694,194,81,1054,817,6.5,79.7,0.7751,2005,1,13,4,6
7405,1.6,1086,8.0,901,343,103,1216,1055,7.7,76.8,0.8112,2005,1,13,4,7
7406,3.1,1326,16.3,1190,624,127,1509,1391,8.2,74.9,0.8184,2005,1,13,4,8
7407,4.1,1469,24.0,1403,758,134,1780,1665,8.8,73.2,0.8298,2005,1,13,4,9
7408,3.9,1321,15.7,1170,760,158,1488,1539,9.7,70.1,0.8432,2005,1,13,4,10
7409,3.6,1396,16.5,1196,713,175,1492,1653,11.7,62.7,0.8586,2005,1,13,4,11
7410,3.2,1270,12.8,1077,615,178,1353,1586,13.1,58.5,0.877,2005,1,13,4,12
7411,2.2,1189,11.3,1025,319,135,1316,1332,14.2,54.1,0.8707,2005,1,13,4,13
7412,2.4,1227,12.9,1081,338,133,1396,1369,14.2,54.3,0.8757,2005,1,13,4,14
7413,2.7,1266,14.1,1118,380,134,1410,1373,14.0,56.3,0.894,2005,1,13,4,15
7414,2.7,1277,15.8,1175,366,137,1480,1397,13.5,57.8,0.8933,2005,1,13,4,16
7415,3.9,1438,19.9,1295,567,160,1620,1577,12.3,63.0,0.9015,2005,1,13,4,17
7416,5.2,1523,26.6,1470,702,166,1811,1783,11.4,68.0,0.9166,2005,1,13,4,18
7417,4.0,1384,19.8,1290,523,144,1571,1568,10.8,69.5,0.8995,2005,1,13,4,19
7418,2.9,1283,13.3,1093,373,129,1354,1356,11.0,67.1,0.8766,2005,1,13,4,20
7419,3.3,1304,13.0,1085,467,129,1385,1419,9.5,71.3,0.8458,2005,1,13,4,21
7420,2.0,1126,7.5,880,260,107,1202,1177,8.8,71.0,0.8089,2005,1,13,4,22
7421,1.8,1141,7.8,892,244,101,1213,1141,8.0,73.4,0.7899,2005,1,13,4,23
